sigma10,R10,bg10,sigma15,R15,bg15
3682.407,18.2435925,18.3707109795517,3682.407,19.43974908,19.3831984833568
3682.889,18.23868393,18.3705574146771,3682.889,19.41661181,19.3833303970187
3683.371,18.24006734,18.3704032318501,3683.371,19.44184167,19.3834619189516
3683.854,18.24253851,18.3702481126905,3683.854,19.40830298,19.3835933232184
3684.336,18.22076027,18.3700927029516,3684.336,19.42722332,19.3837240681268
3684.818,18.241969,18.3699366855639,3684.818,19.40086732,19.3838544285727
3685.3,18.21337509,18.3697800639987,3685.3,19.41434279,19.3839844070048
3685.782,18.21279127,18.3696228417469,3685.782,19.42369974,19.3841140058855
3686.264,18.21019166,18.3694650223195,3686.264,19.40035487,19.3842432276915
3686.746,18.18465559,18.369306609247,3686.746,19.42442402,19.3843720749136
3687.228,18.18580377,18.3691476060797,3687.228,19.42429347,19.3845005500565
3687.71,18.18659155,18.3689880163878,3687.71,19.442517,19.3846286556394
3688.193,18.17841124,18.3688275108497,3688.193,19.43664982,19.3847566588337
3688.675,18.15175762,18.3686667577009,3688.675,19.42878356,19.3848840321572
3689.157,18.18885656,18.3685054288654,3689.157,19.42771805,19.3850110435686
3689.639,18.17570656,18.3683435279934,3689.639,19.43075898,19.3851376956442
3690.121,18.18601834,18.3681810587552,3690.121,19.41824479,19.3852639909743
3690.603,18.19103696,18.3680180248411,3690.603,19.43196047,19.3853899321639
3691.085,18.17518825,18.3678544299618,3691.085,19.39835174,19.3855155218323
3691.567,18.17256396,18.3676902778479,3691.567,19.40858317,19.3856407626131
3692.05,18.16891618,18.3675252299652,3692.05,19.3958789,19.385765915914
3692.532,18.16324173,18.3673599735194,3692.532,19.38343762,19.3858904661689
3693.014,18.19203934,18.3671941711614,3693.014,19.39047469,19.3860146755302
3693.496,18.17358698,18.3670278267032,3693.496,19.38715412,19.3861385466896
3693.978,18.17987387,18.3668609439777,3693.978,19.37763076,19.3862620823537
3694.46,18.15066746,18.3666935268378,3694.46,19.38525536,19.3863852852437
3694.942,18.13934434,18.3665255791575,3694.942,19.36615048,19.3865081580952
3695.424,18.14119989,18.3663571048309,3695.424,19.37587731,19.386630703659
3695.906,18.14522397,18.3661881077731,3695.906,19.37443098,19.3867529247003
3696.389,18.15881181,18.3660182396906,3696.389,19.35469368,19.3868750765697
3696.871,18.14379682,18.365848207934,3696.871,19.36259825,19.3869966562622
3697.353,18.14613047,18.3656776653236,3697.353,19.33889174,19.3871179198227
3697.835,18.14511556,18.3655066158576,3697.835,19.35313395,19.387238870076
3698.317,18.14190355,18.3653350635547,3698.317,19.34472212,19.3873595098615
3698.799,18.16368756,18.3651630124549,3698.799,19.33776009,19.3874798420339
3699.281,18.14218384,18.3649904666189,3699.281,19.35050733,19.3875998694626
3699.763,18.14619998,18.3648174301285,3699.763,19.34186553,19.3877195950322
3700.246,18.17253286,18.3646435465774,3700.246,19.32494697,19.3878392691066
3700.728,18.17075017,18.3644695401115,3700.728,19.32651055,19.3879583990607
3701.21,18.18716833,18.3642950553717,3701.21,19.31904363,19.3880772359059
3701.692,18.1784146,18.3641200965246,3701.692,19.31143609,19.3881957825871
3702.174,18.18237276,18.3639446677577,3702.174,19.29208297,19.3883140420647
3702.656,18.1653002,18.36376877328,3702.656,19.28826519,19.3884320173139
3703.138,18.16697135,18.3635924173217,3703.138,19.30408541,19.3885497113255
3703.62,18.18281324,18.3634156041344,3703.62,19.29262483,19.3886671271055
3704.103,18.18844507,18.3632379697514,3704.103,19.28746881,19.3887845104214
3704.584,18.18394106,18.3630606231869,3704.584,19.29742439,19.3889011360711
3705.067,18.16434402,18.3628820939537,3705.067,19.28414781,19.389017976975
3705.549,18.15604809,18.3627034938882,3705.549,19.30218145,19.3891343096466
3706.031,18.11611662,18.3625244581836,3706.031,19.30888556,19.3892503793534
3706.513,18.10770318,18.3623449912209,3706.513,19.29917588,19.389366189194
3706.995,18.1146323,18.3621650974028,3706.995,19.32196163,19.3894817422826
3707.477,18.11243071,18.3619847811538,3707.477,19.332808,19.3895970417486
3707.959,18.11443471,18.3618040469202,3707.959,19.32132908,19.3897120907373
3708.441,18.09512941,18.3616228991703,3708.441,19.34410002,19.3898268924097
3708.924,18.09565037,18.3614409652981,3708.924,19.34591657,19.3899416873618
3709.406,18.09143568,18.3612590031731,3709.406,19.34518492,19.3900560034502
3709.888,18.10073139,18.3610766410773,3709.888,19.36493436,19.3901700818056
3710.37,18.11132058,18.3608938835669,3710.37,19.35527291,19.3902839256521
3710.852,18.11206764,18.3607107352201,3710.852,19.31446664,19.3903975382291
3711.334,18.1106071,18.3605272006374,3711.334,19.3309028,19.3905109227921
3711.816,18.12640166,18.3603432844413,3711.816,19.29192606,19.3906240826127
3712.298,18.13659627,18.3601589912767,3712.298,19.29503039,19.390737020978
3712.781,18.13772983,18.3599739423037,3712.781,19.27003328,19.3908499748263
3713.263,18.12814128,18.3597889084681,3713.263,19.27669514,19.3909624797648
3713.745,18.15357849,18.3596035117423,3713.745,19.28981916,19.3910747732128
3714.227,18.15107037,18.3594177568607,3714.227,19.27515743,19.3911868585218
3714.709,18.15875067,18.3592316485801,3714.709,19.28067751,19.3912987390592
3715.191,18.16798484,18.3590451916798,3715.191,19.2818696,19.3914104182087
3715.673,18.14744238,18.3588583909619,3715.673,19.29061412,19.3915218993701
3716.155,18.1718936,18.358671251251,3716.155,19.27509524,19.3916331859593
3716.637,18.15119184,18.3584837773942,3716.637,19.26380927,19.3917442814086
3717.12,18.16716967,18.3582955842898,3717.12,19.25960555,19.391855419073
3717.602,18.16990535,18.3581074561064,3717.602,19.2575841,19.3919661422259
3718.084,18.14853718,18.3579190084659,3718.084,19.26567668,19.3920766846406
3718.566,18.15438846,18.3577302463067,3718.566,19.24842098,19.3921870498149
3719.048,18.14016082,18.3575411745903,3719.048,19.25352612,19.3922972412628
3719.53,18.15144134,18.3573517983012,3719.53,19.24623141,19.3924072625147
3720.012,18.15567365,18.3571621224468,3720.012,19.25788126,19.3925171171176
3720.494,18.16872644,18.3569721520577,3720.494,19.2462954,19.392626808635
3720.977,18.15739771,18.35678149716,3720.977,19.25788228,19.3927365677285
3721.459,18.13433865,18.3565909523006,3721.459,19.22709142,19.392845943512
3721.941,18.14756708,18.3564001281476,3721.941,19.25617026,19.3929551670076
3722.423,18.15282008,18.3562090298242,3722.423,19.26066394,19.3930642418453
3722.905,18.15415788,18.3560176624772,3722.905,19.26389246,19.3931731716718
3723.387,18.17193252,18.3558260312765,3723.387,19.23954183,19.3932819601505
3723.869,18.16134109,18.3556341414156,3723.869,19.24823111,19.3933906109618
3724.351,18.15606676,18.3554419981114,3724.351,19.23028158,19.3934991278026
3724.833,18.15245922,18.3552496066044,3724.833,19.20517038,19.393607514387
3725.316,18.15283404,18.3550565722531,3725.316,19.22066807,19.3937159989226
3725.798,18.17545939,18.3548636996683,3725.798,19.19910048,19.3938241359524
3726.28,18.15485752,18.3546705947546,3726.28,19.18088107,19.3939321539768
3726.762,18.15565576,18.3544772628469,3726.762,19.17820851,19.3940400567775
3727.244,18.14498082,18.354283709304,3727.244,19.18575255,19.3941478481532
3727.726,18.13122231,18.3540899395086,3727.726,19.18154697,19.3942555319198
3728.208,18.13080408,18.3538959588671,3728.208,19.19748013,19.3943631119102
3728.69,18.13760308,18.3537017728099,3728.69,19.1993695,19.3944705919746
3729.173,18.1100802,18.3535069832967,3729.173,19.21725895,19.3945781986713
3729.655,18.10935655,18.3533124023972,3729.655,19.2152939,19.3946854903153
3730.137,18.11648949,18.3531176325285,3730.137,19.22089794,19.3947926936948
3730.619,18.1213982,18.3529226792173,3730.619,19.24773212,19.3948998127288
3731.101,18.1171775,18.3527275480141,3731.101,19.25364679,19.3950068513539
3731.583,18.11736144,18.3525322444941,3731.583,19.28079475,19.3951138135237
3732.065,18.11275143,18.3523367742563,3732.065,19.29231034,19.3952207032095
3732.547,18.1188736,18.3521411429243,3732.547,19.30794215,19.3953275243997
3733.03,18.12727863,18.3519449497917,3733.03,19.35176106,19.3954345025233
3733.511,18.13618484,18.3517494195937,3733.511,19.36180488,19.3955409773357
3733.994,18.11872935,18.3515529320121,3733.994,19.38588156,19.3956478383347
3734.476,18.14287901,18.3513567127455,3734.476,19.35540856,19.3957544256748
3734.958,18.16277458,18.3511603608808,3734.958,19.37339514,19.3958609647338
3735.44,18.15347663,18.3509638821885,3735.44,19.34242621,19.3959674596057
3735.922,18.16987674,18.3507672824637,3735.922,19.36058792,19.3960739144024
3736.404,18.17167644,18.3505705675264,3736.404,19.34948757,19.3961803332533
3736.886,18.1650265,18.3503737432212,3736.886,19.33924309,19.3962867203057
3737.368,18.17598713,18.3501768154177,3737.368,19.32903234,19.3963930797246
3737.851,18.16977842,18.3499793811464,3737.851,19.32874324,19.3964996362856
3738.333,18.17560623,18.3497822638701,3738.333,19.32377384,19.3966059529687
3738.815,18.13054911,18.3495850608657,3738.815,19.33593845,19.3967122546296
3739.297,18.13842768,18.3493877781026,3739.297,19.31453638,19.3968185455051
3739.779,18.14045347,18.3491904215751,3739.779,19.28031842,19.3969248298497
3740.261,18.12699461,18.3489929973028,3740.261,19.28798319,19.3970311119364
3740.743,18.12367811,18.3487955113304,3740.743,19.28653789,19.397137396056
3741.225,18.11068579,18.3485979697279,3741.225,19.22871325,19.3972436865173
3741.708,18.11559282,18.3483999686031,3741.708,19.21878908,19.3973502082034
3742.19,18.10194239,18.3482023339676,3742.19,19.20931716,19.3974565243835
3742.672,18.11137279,18.3480046620766,3742.672,19.20781585,19.3975628599504
3743.154,18.11774717,18.3478069591013,3743.154,19.18262532,19.3976692192858
3743.636,18.11233658,18.3476092312388,3743.636,19.1798596,19.3977756067899
3744.118,18.12716841,18.3474114847115,3744.118,19.20256288,19.3978820268812
3744.6,18.14394349,18.3472137257674,3744.6,19.21156914,19.3979884839964
3745.082,18.15140002,18.3470159606803,3745.082,19.22646305,19.3980949825908
3745.564,18.15514907,18.3468181957495,3745.564,19.24548314,19.3982015271381
3746.047,18.17391381,18.3466200270241,3746.047,19.26026581,19.3983083433374
3746.529,18.17063617,18.3464222814404,3746.529,19.28136458,19.3984149934043
3747.011,18.15590075,18.3462245550792,3747.011,19.29661087,19.3985217029656
3747.493,18.16877607,18.3460268543431,3747.493,19.30633866,19.3986284765694
3747.975,18.17139304,18.345829185661,3747.975,19.28153466,19.3987353187821
3748.457,18.19572228,18.3456315554874,3748.457,19.27397871,19.398842234189
3748.939,18.17618143,18.3454339703031,3748.939,19.2719147,19.3989492273941
3749.421,18.16234396,18.3452364366151,3749.421,19.26331943,19.39905630302
3749.904,18.19183051,18.3450385513207,3749.904,19.2415016,19.3991636881314
3750.386,18.17722005,18.3448411403912,3750.386,19.20227734,19.3992709427377
3750.868,18.15407702,18.3446438006495,3750.868,19.22418799,19.3993782937558
3751.35,18.171863,18.3444465387074,3751.35,19.21253165,19.3994857458837
3751.832,18.16349831,18.3442493612032,3751.832,19.22642067,19.3995933038388
3752.314,18.18416207,18.3440522748015,3752.314,19.21121592,19.399700972357
3752.796,18.1795404,18.3438552861936,3752.796,19.23141623,19.3998087561935
3753.278,18.17833401,18.3436584020972,3753.278,19.24778053,19.3999166601226
3753.76,18.16524851,18.3434616292565,3753.76,19.27874043,19.4000246889375
3754.243,18.16124258,18.3432645665724,3754.243,19.28599505,19.4001330719842
3754.725,18.16267296,18.3430680368488,3754.725,19.29162294,19.4002413653117
3755.207,18.15202886,18.3428716387881,3755.207,19.30566776,19.40034979803
3755.689,18.15081287,18.3426753792414,3755.689,19.29451621,19.4004583750095
3756.171,18.15710753,18.3424792650869,3756.171,19.31977839,19.4005671011397
3756.653,18.18378439,18.3422833032295,3756.653,19.30602732,19.4006759813292
3757.135,18.19111324,18.3420875006011,3757.135,19.28901285,19.4007850205064
3757.617,18.18106793,18.3418918641608,3757.617,19.28749219,19.4008942236188
3758.1,18.20366607,18.3416959955538,3758.1,19.27451347,19.4010038227255
3758.582,18.20130649,18.3415007128557,3758.582,19.24986642,19.4011133689951
3759.064,18.23255677,18.3413056173996,3759.064,19.24715886,19.40122309417
3759.546,18.23968175,18.3411107162531,3759.546,19.2422307,19.4013330032761
3760.028,18.24045299,18.340916016511,3760.028,19.23731377,19.4014431013587
3760.51,18.24575407,18.3407215252955,3760.51,19.22784075,19.4015533934826
3760.992,18.24249039,18.3405272497561,3760.992,19.23570293,19.4016638847327
3761.474,18.26151861,18.3403331970699,3761.474,19.24238801,19.4017745802133
3761.957,18.23949625,18.3401389725639,3761.957,19.23288418,19.4018857153628
3762.438,18.26463236,18.3399457891025,3762.438,19.24116343,19.4019966043826
3762.921,18.26356715,18.3397520474502,3762.921,19.24111216,19.4021081746049
3763.403,18.27246443,18.3395589590273,3763.403,19.2449663,19.4022197389197
3763.885,18.26057361,18.3393661297711,3763.885,19.23909361,19.4023315332952
3764.367,18.28002547,18.3391735670245,3764.367,19.24986146,19.4024435629552
3764.849,18.27918366,18.3389812781582,3764.849,19.26912216,19.4025558331433
3765.331,18.28146605,18.3387892705705,3765.331,19.27077305,19.4026683491233
3765.813,18.30050325,18.338597551688,3765.813,19.27628648,19.4027811161791
3766.295,18.28108716,18.338406128965,3766.295,19.26139671,19.4028941396145
3766.778,18.27754959,18.3382146136922,3766.778,19.25786087,19.4030076600608
3767.26,18.27497227,18.338023806417,3767.26,19.26862954,19.4031212128078
3767.742,18.29997867,18.3378333178486,3767.742,19.26415145,19.4032350379787
3768.224,18.30500444,18.3376431555539,3768.224,19.26003382,19.4033491409583
3768.706,18.28308834,18.3374533271281,3768.706,19.24530744,19.403463527152
3769.188,18.29262491,18.3372638401947,3769.188,19.22714131,19.4035782019854
3769.67,18.30934709,18.3370747024054,3769.67,19.21959239,19.4036931709044
3770.152,18.30886773,18.3368859214405,3770.152,19.21520668,19.4038084393757
3770.635,18.3238682,18.3366971144876,3770.635,19.18918033,19.403924252986
3771.117,18.3262228,18.3365090711067,3771.117,19.17812854,19.4040401376931
3771.599,18.33993651,18.336321407778,3771.599,19.19006101,19.4041563384864
3772.081,18.31597379,18.3361341322962,3772.081,19.144624,19.4042728609146
3772.563,18.31045329,18.3359472524845,3772.563,19.17545284,19.4043897105471
3773.045,18.32444809,18.3357607761947,3773.045,19.15571766,19.4045068929741
3773.527,18.30916005,18.3355747113077,3773.527,19.1834417,19.4046244138062
3774.009,18.31218406,18.335389065733,3774.009,19.19138265,19.4047422786751
3774.491,18.30960931,18.3352038474092,3774.491,19.18164008,19.4048604932331
3774.974,18.30478466,18.3350186813941,3774.974,19.17667255,19.4049793095226
3775.456,18.30898096,18.3348343424313,3775.456,19.17945877,19.4050982412547
3775.938,18.28350391,18.3346504547255,3775.938,19.21320659,19.4052175397703
3776.42,18.31219072,18.3344670263315,3776.42,19.19803821,19.4053372108055
3776.902,18.3227891,18.3342840653334,3776.902,19.2146162,19.4054572601174
3777.384,18.29835108,18.3341015798442,3777.384,19.23252746,19.4055776934843
3777.866,18.30775598,18.3339195780065,3777.866,19.22384338,19.4056985167054
3778.348,18.28145149,18.3337380679921,3778.348,19.24977325,19.4058197356011
3778.831,18.31182818,18.3335566829884,3778.831,19.24852029,19.405941608759
3779.313,18.31489086,18.3333761823169,3779.313,19.24380238,19.4060636374013
3779.795,18.31348624,18.3331961981782,3779.795,19.2503129,19.406186079319
3780.277,18.32248167,18.3330167388621,3780.277,19.23962562,19.4063089404176
3780.759,18.32686553,18.3328378126881,3780.759,19.24686387,19.4064322266237
3781.241,18.33552037,18.3326594280055,3781.241,19.21161216,19.4065559438856
3781.723,18.32096094,18.3324815931932,3781.723,19.2761165,19.406680098173
3782.205,18.32926864,18.33230431666,3782.205,19.2426326,19.4068046954768
3782.688,18.34598912,18.3321272408215,3782.688,19.25981843,19.4069300017128
3783.17,18.36403843,18.3319511073943,3783.17,19.25117573,19.4070555040593
3783.652,18.35014285,18.3317755576695,3783.652,19.25189311,19.4071814675373
3784.134,18.33720601,18.3316006001757,3784.134,19.23503826,19.4073078982243
3784.616,18.37681159,18.3314262434716,3784.616,19.25504444,19.4074348022193
3785.098,18.38738072,18.331252496146,3785.098,19.24876768,19.4075621856432
3785.58,18.37417174,18.3310793668178,3785.58,19.25724593,19.4076900546385
3786.062,18.37971057,18.3309068641365,3786.062,19.25469273,19.4078184153696
3786.544,18.40668616,18.3307349967815,3786.544,19.26018443,19.4079472740228
3787.027,18.38802979,18.3305634189033,3787.027,19.24424974,19.408076905722
3787.509,18.40635743,18.3303928497248,3787.509,19.25172944,19.4082067799309
3787.991,18.38485476,18.330222942112,3787.991,19.24758845,19.408337170765
3788.473,18.41469941,18.3300537048665,3788.473,19.2452534,19.4084680844983
3788.955,18.40979316,18.3298851468204,3788.955,19.25165018,19.4085995274271
3789.437,18.40788193,18.3297172768362,3789.437,19.25150074,19.4087315058694
3789.919,18.40574624,18.3295501038075,3789.919,19.25755659,19.4088640261658
3790.401,18.40316528,18.3293836366584,3790.401,19.2497569,19.4089970946786
3790.884,18.40478545,18.3292175412087,3790.884,19.25051687,19.4091309956001
3791.365,18.40558108,18.32905285585,3791.365,19.23890465,19.4092649019151
3791.848,18.39435145,18.3288882200991,3791.848,19.26045104,19.409399933637
3792.33,18.39762505,18.3287246678763,3792.33,19.2723339,19.4095352602837
3792.812,18.4064726,18.3285618666364,3792.812,19.28008484,19.4096711673072
3793.294,18.38344058,18.3283998254896,3793.294,19.28498638,19.4098076612041
3793.776,18.38203562,18.3282385535769,3793.776,19.29341824,19.4099447484933
3794.258,18.40013224,18.3280780600709,3794.258,19.30133297,19.4100824357165
3794.74,18.40454853,18.3279183541754,3794.74,19.30026875,19.4102207294378
3795.222,18.40821949,18.3277594451253,3795.222,19.31738758,19.4103596362438
3795.705,18.40836304,18.3276010150172,3795.705,19.31756604,19.4104994528668
3796.187,18.42157651,18.3274437291904,3796.187,19.32867341,19.4106396069994
3796.669,18.42462039,18.3272872681223,3796.669,19.32415468,19.4107803941268
3797.151,18.43715924,18.3271316411741,3797.151,19.33532733,19.4109218209266
3797.633,18.41945198,18.3269768577385,3797.633,19.32927041,19.4110638940991
3798.115,18.43319401,18.3268229272398,3798.115,19.33453889,19.4112066203676
3798.597,18.4396959,18.3266698591343,3798.597,19.32153364,19.4113500064784
3799.079,18.44120622,18.3265176629098,3799.079,19.32521493,19.4114940592005
3799.562,18.44721147,18.326366035078,3799.562,19.31019555,19.4116390862925
3800.044,18.44716909,18.3262156130657,3800.044,19.30425409,19.4117844940549
3800.526,18.45115786,18.3260660916097,3800.526,19.29372259,19.4119305888884
3801.008,18.46442492,18.3259174803259,3801.008,19.31427723,19.4120773776543
3801.49,18.45508173,18.3257697888622,3801.49,19.30406111,19.4122248672371
3801.972,18.45037896,18.3256230268988,3801.972,19.30950059,19.4123730645445
3802.454,18.46105082,18.325477204148,3802.454,19.3004463,19.4125219765076
3802.936,18.45134136,18.3253323303544,3802.936,19.33139913,19.4126716100807
3803.418,18.45415198,18.3251884152948,3803.418,19.33483016,19.4128219722413
3803.901,18.43919066,18.3250451732227,3803.901,19.33324406,19.4129733842407
3804.383,18.45461149,18.3249032071319,3804.383,19.34544638,19.4131252261507
3804.865,18.45867938,18.324762229321,3804.865,19.34954181,19.4132778177363
3805.347,18.45860521,18.324622249697,3805.347,19.34605994,19.4134311660686
3805.829,18.46970638,18.3244832781994,3805.829,19.33572675,19.4135852782429
3806.311,18.46622585,18.3243453248006,3806.311,19.34342324,19.4137401613776
3806.793,18.46280282,18.3242083995054,3806.793,19.33346062,19.4138958226149
3807.275,18.49879569,18.3240725123516,3807.275,19.33000009,19.4140522691208
3807.758,18.49631112,18.3239373947577,3807.758,19.35554199,19.4142098351354
3808.24,18.5044982,18.3238036163379,3808.24,19.34246984,19.4143678754375
3808.722,18.50885098,18.3236709063914,3808.722,19.34520752,19.4145267226634
3809.204,18.51601711,18.3235392750878,3809.204,19.33023138,19.4146863840741
3809.686,18.52826568,18.32340873263,3809.686,19.34681296,19.4148468669547
3810.168,18.52364303,18.3232792892539,3810.168,19.35180058,19.415008178614
3810.65,18.53812261,18.3231509552286,3810.65,19.35155228,19.4151703263851
3811.132,18.51852456,18.3230237408566,3811.132,19.35270455,19.4153333176249
3811.615,18.51491493,18.3228973960697,3811.615,19.35519881,19.4154975005254
3812.097,18.53398037,18.3227724544217,3812.097,19.35912344,19.4156622026581
3812.579,18.53753048,18.3226486635562,3812.579,19.32992069,19.4158277704905
3813.061,18.53713421,18.3225260339095,3813.061,19.36579812,19.4159942114762
3813.543,18.54404147,18.3224045759514,3813.543,19.38293251,19.4161615330929
3814.025,18.54893258,18.3222843001853,3814.025,19.38877703,19.4163297428428
3814.507,18.55918197,18.3221652171484,3814.507,19.39351998,19.4164988482523
3814.989,18.56115646,18.3220473374116,3814.989,19.39474022,19.4166688568724
3815.471,18.57166485,18.3219306715798,3815.471,19.43461601,19.4168397762784
3815.954,18.58548115,18.321814992067,3815.954,19.43641394,19.4170119715397
3816.436,18.58809956,18.3217007885685,3816.436,19.47204217,19.4171847372702
3816.918,18.59878271,18.321587831015,3816.918,19.48002211,19.4173584366753
3817.4,18.59052737,18.3214761301471,3817.4,19.48580588,19.4175330774284
3817.882,18.57829353,18.3213656967397,3817.882,19.47240237,19.4177086672278
3818.364,18.60381816,18.3212565416018,3818.364,19.47818522,19.4178852137963
3818.846,18.59469367,18.3211486755766,3818.846,19.47974551,19.4180627248815
3819.328,18.57069839,18.3210421095418,3819.328,19.47762094,19.4182412082558
3819.811,18.59295292,18.3209366374079,3819.811,19.46896711,19.4184210450714
3820.292,18.61324106,18.3208329211254,3820.292,19.43872988,19.4186011230853
3820.775,18.5865657,18.3207301092002,3820.775,19.44373658,19.4187829476965
3821.257,18.57599153,18.3206288553904,3821.257,19.44431205,19.4189654005386
3821.739,18.60805861,18.3205289564985,3821.739,19.420266,19.4191488649214
3822.221,18.59717998,18.3204304236093,3822.221,19.44115522,19.4193333487671
3822.703,18.61933043,18.3203332678423,3822.703,19.43483679,19.4195188600228
3823.185,18.61729172,18.3202375003518,3823.185,19.46719621,19.4197054066609
3823.667,18.62095691,18.320143132327,3823.667,19.49432051,19.419892996679
3824.149,18.60674827,18.3200501749919,3824.149,19.46082509,19.4200816380997
3824.632,18.60341176,18.319958451184,3824.632,19.48000755,19.4202717336483
3825.114,18.58382464,18.3198683520259,3825.114,19.48996626,19.4204625042671
3825.596,18.60349209,18.3197796974634,3825.596,19.49355134,19.4206543505256
3826.078,18.59878013,18.3196924988609,3826.078,19.4687637,19.420847280548
3826.56,18.58460802,18.3196067676181,3826.56,19.50252003,19.421041302484
3827.042,18.58835243,18.3195225151699,3827.042,19.48778866,19.4212364245089
3827.524,18.5781514,18.3194397529867,3827.524,19.49175744,19.4214326548233
3828.006,18.56104758,18.3193584925742,3828.006,19.48851704,19.4216300016536
3828.489,18.55748753,18.3192785816041,3828.489,19.49723832,19.4218288861935
3828.971,18.56101357,18.3192003625676,3828.971,19.52341869,19.4220284931967
3829.453,18.55769401,18.3191236800561,3829.453,19.52159852,19.4222292415662
3829.935,18.57314405,18.3190485457176,3829.935,19.54953875,19.4224311396311
3830.417,18.57267438,18.3189749712358,3830.417,19.54138174,19.4226341957468
3830.899,18.56214638,18.3189029683304,3830.899,19.56612062,19.422838418294
3831.381,18.57387458,18.3188325487567,3831.381,19.56281083,19.4230438156797
3831.863,18.58207464,18.3187637243059,3831.863,19.56885602,19.4232503963368
3832.345,18.59621902,18.3186965068055,3832.345,19.57640123,19.423458168724
3832.828,18.58341375,18.3186307737127,3832.828,19.58062142,19.4236675761331
3833.31,18.61635121,18.3185668091344,3833.31,19.59926648,19.4238777599782
3833.792,18.61913639,18.3185044872294,3833.792,19.5943307,19.4240891611044
3834.274,18.6008981,18.3184438199695,3834.274,19.59675869,19.4243017880752
3834.756,18.60931635,18.3183848193629,3834.756,19.59534018,19.4245156494801
3835.238,18.63525178,18.3183274974542,3835.238,19.60710186,19.4247307539352
3835.72,18.61009677,18.318271866324,3835.72,19.63406285,19.4249471100827
3836.202,18.59623329,18.3182179380899,3836.202,19.60315163,19.4251647265914
3836.685,18.60510622,18.3181656183708,3836.685,19.63057984,19.4253840676009
3837.167,18.60922169,18.3181151360231,3837.167,19.62804386,19.4256042336038
3837.649,18.58853467,18.3180663931684,3837.649,19.64221885,19.4258256861507
3838.131,18.59020392,18.3180194020706,3838.131,19.61928637,19.4260484340165
3838.613,18.59286527,18.3179741750304,3838.613,19.62290369,19.4262724860024
3839.095,18.58927457,18.3179307243854,3839.095,19.62525213,19.4264978509366
3839.577,18.6076411,18.3178890625102,3839.577,19.6005936,19.4267245376737
3840.059,18.61234533,18.317849201816,3840.059,19.58715732,19.4269525550951
3840.542,18.60085192,18.3178110777097,3840.542,19.59170829,19.4271823893524
3841.024,18.59070253,18.3177748605623,3841.024,19.57710449,19.4274130977013
3841.506,18.62579027,18.3177404820789,3841.506,19.58673552,19.4276451635587
3841.988,18.61130324,18.3177079548198,3841.988,19.57736892,19.4278785959135
3842.47,18.61928049,18.3176772913822,3842.47,19.58177614,19.4281134037818
3842.952,18.64725553,18.317648504401,3842.952,19.58290993,19.4283495962065
3843.434,18.63182662,18.3176216065483,3843.434,19.54518966,19.4285871822578
3843.916,18.63733908,18.3175966105337,3843.916,19.57716985,19.428826171033
3844.398,18.62860571,18.3175735291046,3844.398,19.59055396,19.4290665716564
3844.881,18.64282039,18.3175523331698,3844.881,19.56642884,19.4293088964678
3845.363,18.63727622,18.3175331233421,3845.363,19.5707525,19.4295521512468
3845.845,18.62931848,18.3175158665941,3845.845,19.60438578,19.4297968454299
3846.327,18.61786942,18.3175005758237,3846.327,19.5820096,19.430042988251
3846.809,18.63105706,18.3174872639671,3846.809,19.58423126,19.430290588971
3847.291,18.64022084,18.3174759439982,3847.291,19.5818527,19.4305396568786
3847.773,18.60992298,18.3174666289288,3847.773,19.57863544,19.4307902012898
3848.255,18.60223945,18.317459331809,3848.255,19.5785847,19.4310422315481
3848.738,18.59990571,18.3174540569217,3848.738,19.57010992,19.4312962845721
3849.219,18.59632684,18.3174508438087,3849.219,19.58144785,19.4315507871189
3849.702,18.58875779,18.3174496789506,3849.702,19.53078095,19.4318078650864
3850.184,18.58429582,18.3174505892019,3850.184,19.53934961,19.432065935893
3850.666,18.57514622,18.3174535832533,3850.666,19.53371517,19.4323255396996
3851.148,18.5726366,18.3174586743848,3851.148,19.49091965,19.4325866860162
3851.63,18.57931665,18.3174658759146,3851.63,19.49309805,19.4328493843806
3852.112,18.59690893,18.3174752011995,3852.112,19.45873208,19.4331136443587
3852.594,18.57853838,18.3174866636353,3852.594,19.44463827,19.4333794755443
3853.076,18.61529822,18.317500276656,3853.076,19.43529019,19.4336468875593
3853.559,18.63735238,18.3175160887262,3853.559,19.45776014,19.4339164498101
3854.041,18.65291603,18.3175340479068,3854.041,19.47206651,19.4341870557917
3854.523,18.67044381,18.3175541982361,3854.523,19.48119938,19.4344592716571
3855.005,18.68479073,18.3175765533041,3855.005,19.55615329,19.4347331071409
3855.487,18.67419944,18.3176011267397,3855.487,19.5578409,19.4350085720057
3855.969,18.65633161,18.3176279322107,3855.969,19.60007507,19.4352856760429
3856.451,18.67097439,18.3176569834243,3856.451,19.61918768,19.4355644290718
3856.933,18.68106355,18.3176882941269,3856.933,19.62356824,19.4358448409403
3857.416,18.65311538,18.3177219501531,3857.416,19.62776802,19.4361275084959
3857.898,18.64322302,18.3177578259894,3857.898,19.66198408,19.4364112711945
3858.38,18.63307585,18.3177960028187,3858.38,19.66758689,19.4366967224682
3858.862,18.62396021,18.317836494545,3858.862,19.67225036,19.4369838722791
3859.344,18.61790308,18.3178793151118,3859.344,19.67062231,19.437272730618
3859.826,18.61434219,18.3179244785024,3859.826,19.66582846,19.4375633075046
